,label,text
4865,0,Sorry da..today i wont come to play..i have driving clas..
1553,0,U too...
5519,0,Can you pls send me that company name. In saibaba colany
3583,0,You are right. Meanwhile how's project twins comin up
3148,0,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
3236,0,"Yes, princess. Toledo."
1361,0,Yo dude guess who just got arrested the other day
4869,0,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
2759,0,What time. I‘m out until prob 3 or so
2959,1,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
2375,0,Dunno lei he neva say...
1862,0,Aiyah then i wait lor. Then u entertain me. Hee...
344,0,Am not interested to do like that.
2784,0,"Just arrived, see you in a couple days &lt;3"
3093,0,"Dear, take care. I am just reaching home.love u a lot."
3280,0,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
594,0,You still at grand prix?
1893,1,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+
5503,0,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI"
880,1,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
5035,0,I want to go to perumbavoor
2739,0,"I sent you the prices and do you mean the  &lt;#&gt; g,"
4461,0,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
1872,0,Dont know supports ass and srt i thnk. I think ps3 can play through usb too
5435,0,I'm wif him now buying tix lar...
4533,0,Ok both our days. So what are you making for dinner tonite? Am I invited?
15,1,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL"
3140,0,Is ur lecture over?
2314,0,So what do you guys do.
153,0,Ok... Ur typical reply...
3379,0,Hows that watch resizing
546,0,Then any special there?
5215,0,I keep ten rs in my shelf:) buy two egg.
5184,0,I'm in town now so i'll jus take mrt down later.
319,1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
3383,0,"Well, I meant as opposed to my drunken night of before"
5097,0,Sorry about that this is my mates phone and i didnt write it love Kate
1788,0,Yes:)sura in sun tv.:)lol.
323,0,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x
223,0,"Sorry, I'll call later"
4976,0,Yar... I tot u knew dis would happen long ago already.
5209,0,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
472,0,"How long has it been since you screamed, princess?"
3575,0,Yeah sure I'll leave in a min
1576,0,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao..."
3363,0,No messages on her phone. I'm holding it now
1521,1,"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate"
531,1,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 
3765,0,Would me smoking you out help us work through this difficult time
1124,0,Good morning princess! How are you?
1128,0,"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D"
1214,0,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!"
1605,0,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
541,1,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop
4751,0,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
938,0,K:)k.are you in college?
3877,0,did u get that message
4268,0,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630
1256,0,Just wait till end of march when el nino gets himself. Oh.
3835,0,Watching tv lor. Nice one then i like lor.
5135,0,Sorry * was at the grocers.
3264,0,So u gonna get deus ex?
4104,1,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
1733,0,"K, can that happen tonight?"
4458,0,Aight should I just plan to come up later tonight?
3620,1,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity 
1142,1,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
1460,1,Bought one ringtone and now getting texts costing 3 pound offering more tones etc
3247,0,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
708,0,Quite late lar... Ard 12 anyway i wun b drivin...
1984,0,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
4046,0,If You mean the website. Yes.
3318,0,"No worries, hope photo shoot went well. have a spiffing fun at workage. "
565,0,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ..."
702,0,"Sorry, I'll call later"
1699,1,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
1825,0,Sent me ur email id soon
798,0,Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic
933,0,So do you have samus shoulders yet
5200,1,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
2928,0,Ok... U enjoy ur shows...
877,0,Are you in castor? You need to see something
1898,0,"Aight, sounds good. When do you want me to come down?"
300,0,Need a coffee run tomo?Can't believe it's that time of week already
5131,0,That sucks. I'll go over so u can do my hair. You'll do it free right?
228,0,Hey company elama po mudyadhu.
3055,0,What happened to our yo date?
2677,0,* Am on a train back from northampton so i'm afraid not!
2416,0,Huh means computational science... Y they like dat one push here n there...
354,0,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed
3377,0,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea"
3797,0,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.
2182,0,Ok.
1848,1,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV"
2053,1,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!"
4647,1,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
1745,1,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
2950,0,at bruce b downs &amp; fletcher now
1105,1,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
962,1,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
1239,0,"Dear relieved of westonzoyland, all going to plan this end too!"
2818,1,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p"
722,0,S'fine. Anytime. All the best with it.
5416,0,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
4606,0,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
3084,0,K..k:)how about your training process?
229,0,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . ."
851,0,U reach orchard already? U wan 2 go buy tickets first?
1514,0,Hows the champ just leaving glasgow!
544,0,4 oclock at mine. Just to bash out a flat plan.
1421,0,No. She's currently in scotland for that.
183,0,ok. I am a gentleman and will treat you with dignity and respect.
4913,0,I am on the way to tirupur.
3537,0,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...
3729,0,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.
5092,0,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
5396,0,As in i want custom officer discount oh.
3488,0,Change windows logoff sound..
3299,1,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
4280,1,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !"
996,0,Change again... It's e one next to escalator...
4653,0,Where r e meeting tmr?
4116,0,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
3958,0,Where is that one day training:-)
2678,0,Where in abj are you serving. Are you staying with dad or alone.
2200,0,Not sure I have the stomach for it ...
5351,0,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...
1897,0,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
993,0,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...
4728,1,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call"
269,0,The evo. I just had to download flash. Jealous?
3336,0,"Sorry, got a late start, we're on the way"
3771,0,Love it! The girls at the office may wonder why you are smiling but sore...
5278,1,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm
2067,0,Then. You are eldest know.
142,0,"Sir, Waiting for your mail."
3516,0,I'm job profile seems like bpo..
2674,0,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?"
4270,0,Beauty sleep can help ur pimples too.
4529,0,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
4841,1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0
4140,0,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"
2751,0,Ok but tell me half an hr b4 u come i need 2 prepare.
2962,0,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
1763,0,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
3823,0,Just normal only here :)
1469,1,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL
3302,1,RCT' THNQ Adrian for U text. Rgds Vatian
4129,0,I dont thnk its a wrong calling between us
4517,1,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
5066,0,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.
3304,0,"It'll be tough, but I'll do what I have to"
3517,0,"Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?"
4660,0,I cant pick the phone right now. Pls send a message
2193,0,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.
3999,1,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs
2824,0,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...
449,0,LOL ... Have you made plans for new years?
2621,0,How come?
805,0,K I'll be there before 4.
5188,0,Okie
3944,0,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
3142,0,Customer place i will call you
1107,0,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*"
3217,1,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
402,0,Dear how is chechi. Did you talk to her
512,0,Prabha..i'm soryda..realy..frm heart i'm sory
3117,0,Uncle Abbey! Happy New Year. Abiola
2985,0,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! "
4730,0,I've reached already.
4297,1,Please CALL 08712402578 immediately as there is an urgent message waiting for you
1386,0,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
3853,0,"No, its true..k,Do u knw dis no. &lt;#&gt; ?"
1372,0,I though we shd go out n have some fun so bar in town or something – sound ok?
3323,0,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
315,0,You made my day. Do have a great day too.
304,0,He is a womdarfull actor
2070,1,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p "
5099,0,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
4304,0,Yup i'm free...
2074,1,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop"
513,0,Lol ok your forgiven :)
846,0,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore
2495,0,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget"
2339,0,"Alright, see you in a bit"
2052,0,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx
1077,0,Where can download clear movies. Dvd copies.
1673,1,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only
5331,0,X course it 2yrs. Just so her messages on messenger lik you r sending me
1757,0,Lmao ok I wont be needing u to do my hair anymore.
1430,1,For sale - arsenal dartboard. Good condition but no doubles or trebles!
4510,0,Ü takin linear algebra today?
792,0,All e best 4 ur driving tmr :-)
3062,0,What u talking bout early morning? It's almost noon where your at!
2016,0,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time 
559,0,Hi Princess! Thank you for the pics. You are very pretty. How are you?
3573,0,"Yup, leaving right now, be back soon"
3317,0,I know girls always safe and selfish know i got it pa. Thank you. good night.
3829,0,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you
1767,1,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
1484,0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
3100,0,Ok... I din get ur msg...
4774,0,Ok then u tell me wat time u coming later lor.
5447,0,So that takes away some money worries
1585,0,"Sorry, I'll call later"
4761,0,I'm home. Doc gave me pain meds says everything is fine.
869,1,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
4256,1,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge
1288,0,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?"
4521,0,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
1993,1,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
2283,0,Whom you waited for yesterday
1479,0,I think its far more than that but find out. Check google maps for a place from your dorm.
3024,0,You are a very very very very bad girl. Or lady.
3709,1,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
3473,0,"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there."
934,0,What time you think you'll have it? Need to know when I should be near campus
4384,0,No need lar i go engin? Cos my sis at arts today...
1382,0,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!"
3220,0,Me too baby! I promise to treat you well! I bet you will take good care of me...
1318,1,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
3046,0,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?"
2262,0,Did you show him and wot did he say or could u not c him 4 dust?
3345,0,Oh great. I.ll disturb him more so that we can talk.
1486,0,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)"
173,0,What time you coming down later? 
885,0,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
3057,0,Webpage s not available!
4940,0,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
2264,1,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
1591,0,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)"
5411,0,I ask if u meeting da ge tmr nite...
5561,0,Get me out of this dump heap. My mom decided to come to lowes. BORING.
3994,0,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word"
4639,0,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
193,0,Hi :)finally i completed the course:)
4796,0,Saw Guys and Dolls last night with Patrick Swayze it was great
747,0,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!"
1810,0,"Aight, I'll ask a few of my roommates"
3173,0,Do u still have plumbers tape and a wrench we could borrow?
1307,1,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 
836,0,Good Morning my Dear........... Have a great &amp; successful day.
2661,0,Want to finally have lunch today?
4267,0,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
2968,0,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
1958,0,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.
4532,0,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
4090,0,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea"
790,0,Gud mrng dear hav a nice day
1122,1,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow
4030,0,"[…] anyway, many good evenings to u! s"
1629,0,Yes princess! I want to make you happy...
5474,0,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
4156,1,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery
998,0,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? 
2786,0,Yeah get the unlimited
1709,0,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?"
1007,1,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout
4588,0,"I'll see if I can swing by in a bit, got some things to take care of here firsg"
274,0,"Usf I guess, might as well take 1 car"
1426,0,I'll be at mu in like  &lt;#&gt;  seconds
450,0,10 min later k...
2527,0,Do u noe how 2 send files between 2 computers?
3453,0,Ugh just got outta class
473,0,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos..."
509,0,What's the significance?
1924,0,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
3514,0,Staff of placement training in Amrita college.
2450,0,Then she dun believe wat?
1741,1,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
4235,0,Now only i reached home. . . I am very tired now. . I will come tomorro
4310,0,He dint tell anything. He is angry on me that why you told to abi.
3762,0,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo
2814,0,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
1351,0,Bugis oso near wat... 
5268,0,"ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx"
2689,0,Yes I know the cheesy songs from frosty the snowman :)
1104,0,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.
2772,0,Then ur sis how?
867,0,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter"
2348,0,But i dint slept in afternoon.
4763,0,Me too! Have a lovely night xxx
491,0,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card"
1730,0,Lol yeah at this point I guess not
4695,0,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
2756,0,We r outside already.
3456,0,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
375,1,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994"
1824,0,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?
4574,1,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50
2342,0,Tell dear what happen to you. Why you talking to me like an alian
476,0,Ok I'm gonna head up to usf in like fifteen minutes
2613,0,Yes. It's all innocent fun. O:-)
3951,0,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.
1490,0,Ok i juz receive..
1762,0,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear."
676,0,"I dont knw pa, i just drink milk.."
400,0,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..
4289,0,Hey mr whats the name of that bill brison book the one about language and words 
2018,0,"Better than bb. If he wont use it, his wife will or them doctor"
5047,0,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
1472,0,Oh. U must have taken your REAL Valentine out shopping first.
1389,0,Oh k.i think most of wi and nz players unsold.
2138,0,Then why you came to hostel.
2043,0,"Me not waking up until 4 in the afternoon, sup"
3016,0, &lt;#&gt;  mins but i had to stop somewhere first.
1022,1,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
1664,0,S but mostly not like that.
1676,0,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside.."""
4131,0,And by when you're done I mean now
3712,0,"Sorry pa, i dont knw who ru pa?"
4260,0,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
306,0,Yup... From what i remb... I think should be can book... 
1181,0,I'm in chennai velachery:)
4565,0,Tell me again what your address is
1716,0,Asking do u knw them or nt? May be ur frnds or classmates?
4074,0,Was the actual exam harder than NBME
4600,0,Have you laid your airtel line to rest?
2875,0,Crucify is c not s. You should have told me earlier.
1662,0,"You aren't coming home between class, right? I need to work out and shower!"
4302,0,Are there TA jobs available? Let me know please cos i really need to start working
4553,0,"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"
4654,0,Lol yes. But it will add some spice to your day.
1114,0,"No I'm good for the movie, is it ok if I leave in an hourish?"
2976,0,"Don't worry, * is easy once have ingredients!"
2256,0,"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams"
649,0,No prob. I will send to your email.
1127,0,Not tonight mate. Catching up on some sleep. This is my new number by the way. 
5236,0,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
3935,0,How come guoyang go n tell her? Then u told her?
3366,0,"Sorry, I'll call later"
137,0,He is there. You call and meet him
4018,0,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.
5358,0,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
5024,0,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
82,0,Ok i am on the way to home hi hi
3834,0,I had askd u a question some hours before. Its answer
5130,0,Any way where are you and what doing.
822,0,On the road so cant txt
4953,1,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402."
3218,0,Come to mahal bus stop.. &lt;DECIMAL&gt;
5398,0,Hi. Hope you had a good day. Have a better night.
5199,0,Ugh my leg hurts. Musta overdid it on mon.
1338,0,Then she buying today? Ü no need to c meh...
2588,0,"Aight, see you in a bit"
5457,0,Arun can u transfr me d amt
4272,1,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
1791,0,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
713,1,08714712388 between 10am-7pm Cost 10p
1901,0,And miss vday the parachute and double coins??? U must not know me very well...
1174,0,Ü dun need to pick ur gf?
4431,0,Yar lor... How u noe? U used dat route too?
5458,0,"Sorry, I'll call later"
5405,0,So how many days since then?
675,0,"I've got  &lt;#&gt; , any way I could pick up?"
1068,0,Meeting u is my work. . . Tel me when shall i do my work tomorrow
709,1,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT"
3726,0,Nothing spl..wat abt u and whr ru?
302,0,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?"
5025,0,Where you. What happen
